2017-10-11 15:31:01	,34
2017-10-11 15:31:02	,35
2017-10-11 15:31:03	,32
2017-10-11 15:31:04	,32
2017-10-11 15:31:05	,32
2017-10-11 15:31:06	,32
2017-10-11 15:31:07	,32
2017-10-11 15:31:08	,32
2017-10-11 15:31:09	,30
2017-10-11 15:31:10	,28
2017-10-11 15:31:11	,37
2017-10-11 15:31:12	,31
2017-10-11 15:31:13	,34
2017-10-11 15:31:14	,32
2017-10-11 15:31:15	,32
2017-10-11 15:31:16	,32
2017-10-11 15:31:17	,32
2017-10-11 15:31:18	,32
2017-10-11 15:31:19	,32
2017-10-11 15:31:20	,32
2017-10-11 15:31:21	,32
2017-10-11 15:31:22	,32
2017-10-11 15:31:23	,17
2017-10-11 15:31:24	,37
2017-10-11 15:31:25	,42
2017-10-11 15:31:26	,32
2017-10-11 15:31:27	,32
2017-10-11 15:31:28	,32
2017-10-11 15:31:29	,32
2017-10-11 15:31:30	,32
2017-10-11 15:31:31	,32
2017-10-11 15:31:32	,24
2017-10-11 15:31:33	,31
2017-10-11 15:31:34	,36
2017-10-11 15:31:35	,30
2017-10-11 15:31:36	,22
2017-10-11 15:31:37	,49
2017-10-11 15:31:38	,32
2017-10-11 15:31:39	,32
2017-10-11 15:31:40	,32
2017-10-11 15:31:41	,32
2017-10-11 15:31:42	,31
2017-10-11 15:31:43	,33
2017-10-11 15:31:44	,27
2017-10-11 15:31:45	,30
2017-10-11 15:31:46	,33
2017-10-11 15:31:47	,35
2017-10-11 15:31:48	,35
2017-10-11 15:31:49	,32
2017-10-11 15:31:50	,32
2017-10-11 15:31:51	,32
2017-10-11 15:31:52	,32
2017-10-11 15:31:53	,32
2017-10-11 15:31:54	,32
2017-10-11 15:31:55	,32
2017-10-11 15:31:56	,31
2017-10-11 15:31:57	,20
2017-10-11 15:31:58	,40
2017-10-11 15:31:59	,37
2017-10-11 15:32:00	,32
2017-10-11 15:32:01	,32
2017-10-11 15:32:02	,32
2017-10-11 15:32:03	,29
2017-10-11 15:32:04	,35
2017-10-11 15:32:05	,32
2017-10-11 15:32:06	,32
2017-10-11 15:32:07	,27
2017-10-11 15:32:08	,37
2017-10-11 15:32:09	,31
2017-10-11 15:32:10	,33
2017-10-11 15:32:11	,31
2017-10-11 15:32:12	,33
2017-10-11 15:32:13	,32
2017-10-11 15:32:14	,32
2017-10-11 15:32:15	,32
2017-10-11 15:32:16	,32
2017-10-11 15:32:17	,32
2017-10-11 15:32:18	,32
2017-10-11 15:32:19	,32
2017-10-11 15:32:20	,25
2017-10-11 15:32:21	,36
2017-10-11 15:32:22	,35
2017-10-11 15:32:23	,32
2017-10-11 15:32:24	,32
2017-10-11 15:32:25	,32
2017-10-11 15:32:26	,32
2017-10-11 15:32:27	,32
2017-10-11 15:32:28	,32
2017-10-11 15:32:29	,32
2017-10-11 15:32:30	,32
2017-10-11 15:32:31	,32
2017-10-11 15:32:32	,31
2017-10-11 15:32:33	,29
2017-10-11 15:32:34	,36
2017-10-11 15:32:35	,32
2017-10-11 15:32:36	,32
2017-10-11 15:32:37	,32
2017-10-11 15:32:38	,32
2017-10-11 15:32:39	,32
2017-10-11 15:32:40	,32
2017-10-11 15:32:41	,32
2017-10-11 15:32:42	,32
2017-10-11 15:32:43	,30
2017-10-11 15:32:44	,33
2017-10-11 15:32:45	,33
2017-10-11 15:32:46	,30
2017-10-11 15:32:47	,33
2017-10-11 15:32:48	,33
2017-10-11 15:32:49	,32
2017-10-11 15:32:50	,32
2017-10-11 15:32:51	,32
2017-10-11 15:32:52	,32
2017-10-11 15:32:53	,32
2017-10-11 15:32:54	,32
2017-10-11 15:32:55	,32
2017-10-11 15:32:56	,30
2017-10-11 15:32:57	,34
2017-10-11 15:32:58	,32
2017-10-11 15:32:59	,31
2017-10-11 15:33:00	,33
2017-10-11 15:33:01	,32
2017-10-11 15:33:02	,31
2017-10-11 15:33:03	,33
2017-10-11 15:33:04	,32
2017-10-11 15:33:05	,32
2017-10-11 15:33:06	,32
2017-10-11 15:33:07	,32
2017-10-11 15:33:08	,31
2017-10-11 15:33:09	,31
2017-10-11 15:33:10	,31
2017-10-11 15:33:11	,35
2017-10-11 15:33:12	,32
2017-10-11 15:33:13	,32
2017-10-11 15:33:14	,32
2017-10-11 15:33:15	,32
2017-10-11 15:33:16	,32
2017-10-11 15:33:17	,32
2017-10-11 15:33:18	,32
2017-10-11 15:33:19	,31
2017-10-11 15:33:20	,33
2017-10-11 15:33:21	,32
2017-10-11 15:33:22	,32
2017-10-11 15:33:23	,32
2017-10-11 15:33:24	,32
2017-10-11 15:33:25	,29
2017-10-11 15:33:26	,35
2017-10-11 15:33:27	,32
2017-10-11 15:33:28	,32
2017-10-11 15:33:29	,32
2017-10-11 15:33:30	,32
2017-10-11 15:33:31	,32
2017-10-11 15:33:32	,32
2017-10-11 15:33:33	,30
2017-10-11 15:33:34	,25
2017-10-11 15:33:35	,41
2017-10-11 15:33:36	,32
2017-10-11 15:33:37	,32
2017-10-11 15:33:38	,32
2017-10-11 15:33:39	,32
2017-10-11 15:33:40	,32
2017-10-11 15:33:41	,32
2017-10-11 15:33:42	,32
2017-10-11 15:33:43	,32
2017-10-11 15:33:44	,31
2017-10-11 15:33:45	,33
2017-10-11 15:33:46	,31
2017-10-11 15:33:47	,29
2017-10-11 15:33:48	,27
2017-10-11 15:33:49	,40
2017-10-11 15:33:50	,33
2017-10-11 15:33:51	,32
2017-10-11 15:33:52	,32
2017-10-11 15:33:53	,32
2017-10-11 15:33:54	,32
2017-10-11 15:33:55	,32
2017-10-11 15:33:56	,19
2017-10-11 15:33:57	,43
2017-10-11 15:33:58	,26
2017-10-11 15:33:59	,40
2017-10-11 15:34:00	,32
2017-10-11 15:34:01	,32
2017-10-11 15:34:02	,32
2017-10-11 15:34:03	,32
2017-10-11 15:34:04	,32
2017-10-11 15:34:05	,31
2017-10-11 15:34:06	,33
2017-10-11 15:34:07	,32
2017-10-11 15:34:08	,31
2017-10-11 15:34:09	,29
2017-10-11 15:34:10	,26
2017-10-11 15:34:11	,42
2017-10-11 15:34:12	,32
2017-10-11 15:34:13	,31
2017-10-11 15:34:14	,33
2017-10-11 15:34:15	,32
2017-10-11 15:34:16	,32
2017-10-11 15:34:17	,32
2017-10-11 15:34:18	,32
2017-10-11 15:34:19	,32
2017-10-11 15:34:20	,31
2017-10-11 15:34:21	,24
2017-10-11 15:34:22	,37
2017-10-11 15:34:23	,31
2017-10-11 15:34:24	,29
2017-10-11 15:34:25	,33
2017-10-11 15:34:26	,33
2017-10-11 15:34:27	,33
2017-10-11 15:34:28	,31
2017-10-11 15:34:29	,28
2017-10-11 15:34:30	,35
2017-10-11 15:34:31	,23
2017-10-11 15:34:32	,46
2017-10-11 15:34:33	,20
2017-10-11 15:34:34	,41
2017-10-11 15:34:35	,37
2017-10-11 15:34:36	,29
2017-10-11 15:34:37	,30
2017-10-11 15:34:38	,24
2017-10-11 15:34:39	,25
2017-10-11 15:34:40	,47
2017-10-11 15:34:41	,26
2017-10-11 15:34:42	,23
2017-10-11 15:34:43	,38
2017-10-11 15:34:44	,36
2017-10-11 15:34:45	,40
2017-10-11 15:34:46	,29
2017-10-11 15:34:47	,33
2017-10-11 15:34:48	,36
2017-10-11 15:34:49	,32
2017-10-11 15:34:50	,23
2017-10-11 15:34:51	,36
2017-10-11 15:34:52	,31
2017-10-11 15:34:53	,37
2017-10-11 15:34:54	,15
2017-10-11 15:34:55	,43
2017-10-11 15:34:56	,33
2017-10-11 15:34:57	,33
2017-10-11 15:34:58	,28
2017-10-11 15:34:59	,38
2017-10-11 15:35:00	,20
2017-10-11 15:35:01	,40
2017-10-11 15:35:02	,38
2017-10-11 15:35:03	,33
2017-10-11 15:35:04	,29
2017-10-11 15:35:05	,34
2017-10-11 15:35:06	,25
2017-10-11 15:35:07	,31
2017-10-11 15:35:08	,38
2017-10-11 15:35:09	,32
2017-10-11 15:35:10	,29
2017-10-11 15:35:11	,38
2017-10-11 15:35:12	,28
2017-10-11 15:35:13	,30
2017-10-11 15:35:14	,35
2017-10-11 15:35:15	,35
2017-10-11 15:35:16	,12
2017-10-11 15:35:17	,52
2017-10-11 15:35:18	,31
2017-10-11 15:35:19	,33
2017-10-11 15:35:20	,32
2017-10-11 15:35:21	,31
2017-10-11 15:35:22	,28
2017-10-11 15:35:23	,37
2017-10-11 15:35:24	,32
2017-10-11 15:35:25	,32
2017-10-11 15:35:26	,32
2017-10-11 15:35:27	,32
2017-10-11 15:35:28	,32
2017-10-11 15:35:29	,32
2017-10-11 15:35:30	,32
2017-10-11 15:35:31	,32
2017-10-11 15:35:32	,24
2017-10-11 15:35:33	,32
2017-10-11 15:35:34	,34
2017-10-11 15:35:35	,38
2017-10-11 15:35:36	,32
2017-10-11 15:35:37	,32
2017-10-11 15:35:38	,32
2017-10-11 15:35:39	,32
2017-10-11 15:35:40	,32
2017-10-11 15:35:41	,32
2017-10-11 15:35:42	,32
